run_count,model,vector_dimension,total_vectors,ef_construction,M,index_time,memory_used,num_queries_percent,K,query_time,recall_at_k
2,faiss_hnsw,100,50000,100,8,0.3692481517791748,0.0,10,10,0.008759021759033203,0.31298
3,faiss_hnsw,100,50000,100,8,0.31873297691345215,0.0,10,10,0.004410743713378906,0.30448
1,faiss_hnsw,100,50000,100,12,0.49912118911743164,0.0,10,10,0.011177301406860352,0.4844
2,faiss_hnsw,100,50000,100,12,0.5048675537109375,0.0,10,10,0.01167154312133789,0.48838
3,faiss_hnsw,100,50000,100,12,0.5083658695220947,0.0,10,10,0.01188969612121582,0.48598
1,faiss_hnsw,100,50000,100,16,0.7480673789978027,0.0,10,10,0.01185154914855957,0.60892
2,faiss_hnsw,100,50000,100,16,0.702688455581665,0.0,10,10,0.011418819427490234,0.61256
3,faiss_hnsw,100,50000,100,16,0.674440860748291,0.0,10,10,0.011569738388061523,0.61152
1,faiss_hnsw,100,50000,100,32,0.9275448322296143,0.0,10,10,0.014647722244262695,0.82
2,faiss_hnsw,100,50000,100,32,1.0305743217468262,0.0,10,10,0.015060901641845703,0.82022
3,faiss_hnsw,100,50000,100,32,0.9141783714294434,0.0,10,10,0.016078948974609375,0.82094
1,faiss_hnsw,100,50000,150,8,0.440596342086792,0.0,10,10,0.009693145751953125,0.34342
2,faiss_hnsw,100,50000,150,8,0.4514167308807373,0.0,10,10,0.010207414627075195,0.34022
3,faiss_hnsw,100,50000,150,8,0.42732954025268555,0.0,10,10,0.012236356735229492,0.34564
1,faiss_hnsw,100,50000,150,12,0.6387474536895752,0.0,10,10,0.011589527130126953,0.53802
2,faiss_hnsw,100,50000,150,12,0.6297016143798828,0.0,10,10,0.01056981086730957,0.53534
3,faiss_hnsw,100,50000,150,12,0.6614766120910645,0.0,10,10,0.011274337768554688,0.53908
1,faiss_hnsw,100,50000,150,16,0.9951245784759521,0.0,10,10,0.013718843460083008,0.67146
2,faiss_hnsw,100,50000,150,16,0.9619286060333252,0.0,10,10,0.013656854629516602,0.67884
3,faiss_hnsw,100,50000,150,16,0.8712220191955566,0.0,10,10,0.011920452117919922,0.6742
1,faiss_hnsw,100,50000,150,32,1.3026549816131592,0.0,10,10,0.014544248580932617,0.8913
2,faiss_hnsw,100,50000,150,32,1.3595130443572998,0.0,10,10,0.01493072509765625,0.89012
3,faiss_hnsw,100,50000,150,32,1.3646302223205566,0.0,10,10,0.008296966552734375,0.88838
1,faiss_hnsw,100,50000,300,8,0.7697720527648926,0.0,10,10,0.009602785110473633,0.39822
2,faiss_hnsw,100,50000,300,8,0.7216079235076904,0.0,10,10,0.01048898696899414,0.4008
3,faiss_hnsw,100,50000,300,8,0.6856393814086914,0.0,10,10,0.009865522384643555,0.39868
1,faiss_hnsw,100,50000,300,12,0.9869155883789062,0.0,10,10,0.008460760116577148,0.621
2,faiss_hnsw,100,50000,300,12,0.8930549621582031,0.0,10,10,0.006731271743774414,0.61598
3,faiss_hnsw,100,50000,300,12,1.0017657279968262,0.0,10,10,0.01172018051147461,0.61544
1,faiss_hnsw,100,50000,300,16,1.3882498741149902,0.0,10,10,0.01257014274597168,0.754
2,faiss_hnsw,100,50000,300,16,1.3420472145080566,0.0,10,10,0.012416601181030273,0.75258
3,faiss_hnsw,100,50000,300,16,1.3253755569458008,0.0,10,10,0.013110637664794922,0.75202
1,faiss_hnsw,100,50000,300,32,2.111051321029663,0.0,10,10,0.00860905647277832,0.93996
2,faiss_hnsw,100,50000,300,32,2.1528494358062744,0.0,10,10,0.014831781387329102,0.94038
3,faiss_hnsw,100,50000,300,32,2.062464952468872,0.0,10,10,0.008704900741577148,0.94002
1,faiss_hnsw,100,100000,50,8,0.4340498447418213,37.6875,10,10,0.008534908294677734,0.16701
2,faiss_hnsw,100,100000,50,8,0.4803931713104248,37.6875,10,10,0.014291048049926758,0.16939
3,faiss_hnsw,100,100000,50,8,0.43520092964172363,37.6875,10,10,0.013304471969604492,0.17019
1,faiss_hnsw,100,100000,50,12,0.6517157554626465,37.6875,10,10,0.01953744888305664,0.26969
2,faiss_hnsw,100,100000,50,12,0.6098310947418213,37.6875,10,10,0.010990619659423828,0.268
3,faiss_hnsw,100,100000,50,12,0.6864132881164551,37.6875,10,10,0.017232656478881836,0.27063
1,faiss_hnsw,100,100000,50,16,0.8201324939727783,37.6875,10,10,0.02104353904724121,0.3503
2,faiss_hnsw,100,100000,50,16,0.7713117599487305,37.6875,10,10,0.02135753631591797,0.35068
3,faiss_hnsw,100,100000,50,16,0.8542132377624512,37.6875,10,10,0.02150869369506836,0.35264
1,faiss_hnsw,100,100000,50,32,3.749812602996826,62.4375,10,10,0.04181218147277832,0.58474
2,faiss_hnsw,100,100000,50,32,3.9452731609344482,46.6875,10,10,0.0391693115234375,0.58909
3,faiss_hnsw,100,100000,50,32,3.6794068813323975,37.6875,10,10,0.03691458702087402,0.58793
1,faiss_hnsw,100,100000,100,8,0.6605281829833984,37.6875,10,10,0.013376951217651367,0.21032
2,faiss_hnsw,100,100000,100,8,0.7134213447570801,37.6875,10,10,0.008536815643310547,0.21154
3,faiss_hnsw,100,100000,100,8,0.6901090145111084,37.6875,10,10,0.014402627944946289,0.21217
1,faiss_hnsw,100,100000,100,12,1.098496913909912,37.6875,10,10,0.013295412063598633,0.35658
2,faiss_hnsw,100,100000,100,12,1.0979952812194824,37.6875,10,10,0.01937413215637207,0.35717
3,faiss_hnsw,100,100000,100,12,1.1532866954803467,37.6875,10,10,0.01841425895690918,0.35478
1,faiss_hnsw,100,100000,100,16,1.707268238067627,37.6875,10,10,0.024768590927124023,0.4761
2,faiss_hnsw,100,100000,100,16,1.464756965637207,37.6875,10,10,0.02115488052368164,0.4776
3,faiss_hnsw,100,100000,100,16,1.5083189010620117,37.6875,10,10,0.025360107421875,0.47771
1,faiss_hnsw,100,100000,100,32,2.6938211917877197,37.6875,10,10,0.03901934623718262,0.72064
2,faiss_hnsw,100,100000,100,32,2.5172853469848633,37.6875,10,10,0.035150766372680664,0.72263
3,faiss_hnsw,100,100000,100,32,2.519259452819824,37.6875,10,10,0.029047727584838867,0.72172
1,faiss_hnsw,100,100000,150,8,0.9563076496124268,37.6875,10,10,0.014977216720581055,0.24246
2,faiss_hnsw,100,100000,150,8,0.9874405860900879,37.6875,10,10,0.011964559555053711,0.24405
3,faiss_hnsw,100,100000,150,8,1.026926040649414,37.6875,10,10,0.01690959930419922,0.23833
1,faiss_hnsw,100,100000,150,12,1.4192440509796143,37.6875,10,10,0.018312931060791016,0.40527
2,faiss_hnsw,100,100000,150,12,1.3892240524291992,37.6875,10,10,0.01660895347595215,0.40644
3,faiss_hnsw,100,100000,150,12,1.455780029296875,37.6875,10,10,0.01843547821044922,0.4012
1,faiss_hnsw,100,100000,150,16,2.2739064693450928,37.6875,10,10,0.024976491928100586,0.53855
2,faiss_hnsw,100,100000,150,16,1.9518420696258545,37.6875,10,10,0.022287845611572266,0.53845
3,faiss_hnsw,100,100000,150,16,2.0293045043945312,37.6875,10,10,0.021563053131103516,0.54074
1,faiss_hnsw,100,100000,150,32,3.8646535873413086,37.6875,10,10,0.03933405876159668,0.81046
2,faiss_hnsw,100,100000,150,32,3.975442886352539,37.6875,10,10,0.03808927536010742,0.80905
3,faiss_hnsw,100,100000,150,32,3.7245335578918457,37.6875,10,10,0.03877377510070801,0.80905
1,faiss_hnsw,100,100000,300,8,1.4421074390411377,37.6875,10,10,0.014294147491455078,0.28379
2,faiss_hnsw,100,100000,300,8,1.5388851165771484,37.6875,10,10,0.017841577529907227,0.28175
3,faiss_hnsw,100,100000,300,8,1.3767616748809814,37.6875,10,10,0.014087677001953125,0.28675
1,faiss_hnsw,100,100000,300,12,2.288358211517334,37.6875,10,10,0.021324872970581055,0.4799
2,faiss_hnsw,100,100000,300,12,2.1285433769226074,37.6875,10,10,0.02030158042907715,0.4789
3,faiss_hnsw,100,100000,300,12,2.4274072647094727,37.6875,10,10,0.018423080444335938,0.47802
1,faiss_hnsw,100,100000,300,16,2.975005626678467,37.6875,10,10,0.017615079879760742,0.62982
2,faiss_hnsw,100,100000,300,16,2.976585626602173,37.6875,10,10,0.02418971061706543,0.62773
3,faiss_hnsw,100,100000,300,16,3.0969061851501465,37.6875,10,10,0.0222933292388916,0.62832
1,faiss_hnsw,100,100000,300,32,6.177942514419556,37.6875,10,10,0.03537416458129883,0.89138
2,faiss_hnsw,100,100000,300,32,6.177537679672241,37.6875,10,10,0.03348684310913086,0.89279
3,faiss_hnsw,100,100000,300,32,6.355038166046143,37.6875,10,10,0.04500913619995117,0.89378
1,faiss_hnsw,100,500000,50,8,3.1886556148529053,223.3125,10,10,0.1644423007965088,0.070542
2,faiss_hnsw,100,500000,50,8,3.335655450820923,223.3125,10,10,0.16618561744689941,0.070528
3,faiss_hnsw,100,500000,50,8,3.2261123657226562,223.3125,10,10,0.164046049118042,0.070816
1,faiss_hnsw,100,500000,50,12,5.055664777755737,238.5,10,10,0.2297830581665039,0.119244
2,faiss_hnsw,100,500000,50,12,4.959828615188599,238.5,10,10,0.21807026863098145,0.120116
3,faiss_hnsw,100,500000,50,12,5.162708759307861,238.5,10,10,0.23302531242370605,0.120292
1,faiss_hnsw,100,500000,50,16,6.826824188232422,253.6875,10,10,0.29868459701538086,0.163506
2,faiss_hnsw,100,500000,50,16,6.893433094024658,253.6875,10,10,0.30611753463745117,0.162806
3,faiss_hnsw,100,500000,50,16,6.841363906860352,253.6875,10,10,0.2915515899658203,0.163358
1,faiss_hnsw,100,500000,50,32,27.531482934951782,314.4375,10,10,0.6076622009277344,0.339496
2,faiss_hnsw,100,500000,50,32,27.08843970298767,314.4375,10,10,0.609807014465332,0.338422
3,faiss_hnsw,100,500000,50,32,27.83351445198059,314.4375,10,10,0.6070084571838379,0.339136
1,faiss_hnsw,100,500000,100,8,5.557490825653076,223.3125,10,10,0.16649270057678223,0.08383
2,faiss_hnsw,100,500000,100,8,5.788126230239868,223.3125,10,10,0.1705322265625,0.083466
3,faiss_hnsw,100,500000,100,8,5.61151909828186,223.3125,10,10,0.17013835906982422,0.083148
1,faiss_hnsw,100,500000,100,12,9.628675937652588,238.5,10,10,0.24628186225891113,0.15698
2,faiss_hnsw,100,500000,100,12,9.45525336265564,238.5,10,10,0.24349594116210938,0.157606
3,faiss_hnsw,100,500000,100,12,9.36055850982666,238.5,10,10,0.2428905963897705,0.157564
1,faiss_hnsw,100,500000,100,16,13.41569972038269,253.6875,10,10,0.3361642360687256,0.231482
2,faiss_hnsw,100,500000,100,16,13.445832967758179,253.6875,10,10,0.3298041820526123,0.231086
3,faiss_hnsw,100,500000,100,16,13.709569931030273,253.6875,10,10,0.33542728424072266,0.23139
1,faiss_hnsw,100,500000,100,32,27.34952187538147,314.4375,10,10,0.6325347423553467,0.455232
2,faiss_hnsw,100,500000,100,32,27.41227626800537,314.4375,10,10,0.6205606460571289,0.453604
3,faiss_hnsw,100,500000,100,32,27.1555597782135,314.4375,10,10,0.6415994167327881,0.45355
1,faiss_hnsw,100,500000,150,8,8.033548355102539,223.3125,10,10,0.16847848892211914,0.092434
2,faiss_hnsw,100,500000,150,8,8.39641261100769,223.3125,10,10,0.1669471263885498,0.092178
3,faiss_hnsw,100,500000,150,8,7.829033136367798,223.3125,10,10,0.17059755325317383,0.09394
1,faiss_hnsw,100,500000,150,12,13.372284650802612,238.5,10,10,0.2519192695617676,0.179408
2,faiss_hnsw,100,500000,150,12,13.370429039001465,238.5,10,10,0.24095726013183594,0.180738
3,faiss_hnsw,100,500000,150,12,13.17227554321289,238.5,10,10,0.2497403621673584,0.180292
1,faiss_hnsw,100,500000,150,16,19.306272268295288,253.6875,10,10,0.3386049270629883,0.269758
2,faiss_hnsw,100,500000,150,16,19.19338297843933,253.6875,10,10,0.34420180320739746,0.270922
3,faiss_hnsw,100,500000,150,16,19.465200662612915,253.6875,10,10,0.3461768627166748,0.27195
1,faiss_hnsw,100,500000,150,32,41.258665561676025,314.4375,10,10,0.6660480499267578,0.55034
2,faiss_hnsw,100,500000,150,32,41.845592975616455,314.4375,10,10,0.6668698787689209,0.551352
3,faiss_hnsw,100,500000,150,32,41.92978048324585,314.4375,10,10,0.6762902736663818,0.552194
1,faiss_hnsw,100,500000,300,8,15.040509700775146,223.3125,10,10,0.1819767951965332,0.11003
2,faiss_hnsw,100,500000,300,8,14.908430576324463,223.3125,10,10,0.1805577278137207,0.111428
3,faiss_hnsw,100,500000,300,8,15.32548975944519,223.3125,10,10,0.18044209480285645,0.109498
1,faiss_hnsw,100,500000,300,12,24.319066286087036,239.625,10,10,0.23625946044921875,0.221642
2,faiss_hnsw,100,500000,300,12,24.24099636077881,238.5,10,10,0.2905735969543457,0.221124
3,faiss_hnsw,100,500000,300,12,24.706649780273438,238.5,10,10,0.26008009910583496,0.2209
1,faiss_hnsw,100,500000,300,16,34.5420503616333,254.25,10,10,0.363170862197876,0.337334
2,faiss_hnsw,100,500000,300,16,34.624316692352295,253.6875,10,10,0.36904430389404297,0.337364
3,faiss_hnsw,100,500000,300,16,34.53089904785156,253.6875,10,10,0.36659908294677734,0.336544
1,faiss_hnsw,100,500000,300,32,78.25333213806152,314.4375,10,10,0.7295660972595215,0.676616
2,faiss_hnsw,100,500000,300,32,79.36835932731628,314.4375,10,10,0.710961103439331,0.676304
3,faiss_hnsw,100,500000,300,32,78.6286780834198,314.4375,10,10,0.7058913707733154,0.676852
1,faiss_hnsw,200,10000,50,8,0.06636786460876465,0.0,10,10,0.008031606674194336,0.3937
2,faiss_hnsw,200,10000,50,8,0.07104372978210449,0.0,10,10,0.007617950439453125,0.3979
3,faiss_hnsw,200,10000,50,8,0.07600021362304688,0.0,10,10,0.007530689239501953,0.3967
1,faiss_hnsw,200,10000,50,12,0.07558798789978027,0.0,10,10,0.0018374919891357422,0.5336
2,faiss_hnsw,200,10000,50,12,0.05716109275817871,0.0,10,10,0.0010113716125488281,0.5397
3,faiss_hnsw,200,10000,50,12,0.08142566680908203,0.0,10,10,0.007768154144287109,0.5383
1,faiss_hnsw,200,10000,50,16,0.07465958595275879,0.0,10,10,0.0012347698211669922,0.6354
2,faiss_hnsw,200,10000,50,16,0.10008668899536133,0.0,10,10,0.007980108261108398,0.6317
3,faiss_hnsw,200,10000,50,16,0.0944821834564209,0.0,10,10,0.007912397384643555,0.628
1,faiss_hnsw,200,10000,50,32,0.2941300868988037,0.0,10,10,0.00660395622253418,0.8247
2,faiss_hnsw,200,10000,50,32,0.3191988468170166,0.0,10,10,0.0026683807373046875,0.819
3,faiss_hnsw,200,10000,50,32,0.3320579528808594,0.0,10,10,0.009147882461547852,0.8151
1,faiss_hnsw,200,10000,100,8,0.12205672264099121,0.0,10,10,0.007856130599975586,0.4698
2,faiss_hnsw,200,10000,100,8,0.11132049560546875,0.0,10,10,0.00828695297241211,0.4584
3,faiss_hnsw,200,10000,100,8,0.10739898681640625,0.0,10,10,0.006109952926635742,0.471
1,faiss_hnsw,200,10000,100,12,0.14276862144470215,0.0,10,10,0.008420228958129883,0.6571
2,faiss_hnsw,200,10000,100,12,0.1446385383605957,0.0,10,10,0.006525754928588867,0.6607
3,faiss_hnsw,200,10000,100,12,0.15259957313537598,0.0,10,10,0.009152650833129883,0.6462
1,faiss_hnsw,200,10000,100,16,0.17246246337890625,0.0,10,10,0.00850534439086914,0.7608
2,faiss_hnsw,200,10000,100,16,0.18710780143737793,0.0,10,10,0.008663415908813477,0.7589
3,faiss_hnsw,200,10000,100,16,0.18635296821594238,0.0,10,10,0.008767843246459961,0.7667
1,faiss_hnsw,200,10000,100,32,0.20298171043395996,0.0,10,10,0.01107168197631836,0.9036
2,faiss_hnsw,200,10000,100,32,0.22452092170715332,0.0,10,10,0.009777069091796875,0.9028
3,faiss_hnsw,200,10000,100,32,0.2040863037109375,0.0,10,10,0.009590864181518555,0.9066
1,faiss_hnsw,200,10000,150,8,0.1886751651763916,0.0,10,10,0.006453990936279297,0.5092
2,faiss_hnsw,200,10000,150,8,0.1267075538635254,0.0,10,10,0.007665157318115234,0.5169
3,faiss_hnsw,200,10000,150,8,0.11153650283813477,0.0,10,10,0.0074443817138671875,0.5043
1,faiss_hnsw,200,10000,150,12,0.1498243808746338,0.0,10,10,0.007704257965087891,0.7023
2,faiss_hnsw,200,10000,150,12,0.1382436752319336,0.0,10,10,0.0077745914459228516,0.7068
3,faiss_hnsw,200,10000,150,12,0.17022180557250977,0.0,10,10,0.007597208023071289,0.7035
1,faiss_hnsw,200,10000,150,16,0.1961681842803955,0.0,10,10,0.008286237716674805,0.8103
2,faiss_hnsw,200,10000,150,16,0.18746709823608398,0.0,10,10,0.007774829864501953,0.8053
3,faiss_hnsw,200,10000,150,16,0.16704249382019043,0.0,10,10,0.008017539978027344,0.8073
1,faiss_hnsw,200,10000,150,32,0.1734926700592041,0.0,10,10,0.0021886825561523438,0.944
2,faiss_hnsw,200,10000,150,32,0.1761629581451416,0.0,10,10,0.0032072067260742188,0.9424
3,faiss_hnsw,200,10000,150,32,0.19594621658325195,0.0,10,10,0.008629560470581055,0.9448
1,faiss_hnsw,200,10000,300,8,0.17207860946655273,0.0,10,10,0.005829811096191406,0.5701
2,faiss_hnsw,200,10000,300,8,0.16501760482788086,0.0,10,10,0.007535219192504883,0.5617
3,faiss_hnsw,200,10000,300,8,0.16094207763671875,0.0,10,10,0.007563352584838867,0.5718
1,faiss_hnsw,200,10000,300,12,0.2086961269378662,0.0,10,10,0.007936477661132812,0.7645
2,faiss_hnsw,200,10000,300,12,0.1927013397216797,0.0,10,10,0.007609844207763672,0.7627
3,faiss_hnsw,200,10000,300,12,0.1842184066772461,0.0,10,10,0.008193492889404297,0.7627
1,faiss_hnsw,200,10000,300,16,0.26389503479003906,0.0,10,10,0.00839853286743164,0.8558
2,faiss_hnsw,200,10000,300,16,0.2523055076599121,0.0,10,10,0.010269403457641602,0.8603
3,faiss_hnsw,200,10000,300,16,0.2502610683441162,0.0,10,10,0.0013005733489990234,0.8583
1,faiss_hnsw,200,10000,300,32,0.24613046646118164,0.0,10,10,0.004796504974365234,0.9607
2,faiss_hnsw,200,10000,300,32,0.2917933464050293,0.0,10,10,0.007758617401123047,0.9614
3,faiss_hnsw,200,10000,300,32,0.2877216339111328,0.0,10,10,0.008713245391845703,0.9619
1,faiss_hnsw,200,50000,50,8,0.30292606353759766,37.6875,10,10,0.012588977813720703,0.16814
2,faiss_hnsw,200,50000,50,8,0.329744815826416,37.6875,10,10,0.012576103210449219,0.16918
3,faiss_hnsw,200,50000,50,8,0.35591959953308105,37.6875,10,10,0.014759063720703125,0.16826
1,faiss_hnsw,200,50000,50,12,0.4754304885864258,37.6875,10,10,0.017679214477539062,0.25882
2,faiss_hnsw,200,50000,50,12,0.47909069061279297,37.6875,10,10,0.018247127532958984,0.2593
3,faiss_hnsw,200,50000,50,12,0.4769887924194336,37.6875,10,10,0.01769256591796875,0.25654
1,faiss_hnsw,200,50000,50,16,0.6502735614776611,37.6875,10,10,0.024726152420043945,0.33076
2,faiss_hnsw,200,50000,50,16,0.6171936988830566,37.6875,10,10,0.02280902862548828,0.33046
3,faiss_hnsw,200,50000,50,16,0.6506593227386475,37.6875,10,10,0.022369861602783203,0.33004
1,faiss_hnsw,200,50000,50,32,2.759295701980591,37.6875,10,10,0.0457148551940918,0.54242
2,faiss_hnsw,200,50000,50,32,3.0012290477752686,37.6875,10,10,0.04436945915222168,0.54358
3,faiss_hnsw,200,50000,50,32,2.893155813217163,37.6875,10,10,0.04380226135253906,0.53998
1,faiss_hnsw,200,50000,100,8,0.5062694549560547,37.6875,10,10,0.01527547836303711,0.2007
2,faiss_hnsw,200,50000,100,8,0.5691266059875488,37.6875,10,10,0.01669478416442871,0.19852
3,faiss_hnsw,200,50000,100,8,0.49637770652770996,37.6875,10,10,0.012645244598388672,0.19762
1,faiss_hnsw,200,50000,100,12,0.8128550052642822,37.6875,10,10,0.016981124877929688,0.33002
2,faiss_hnsw,200,50000,100,12,0.7318282127380371,37.6875,10,10,0.01697850227355957,0.32692
3,faiss_hnsw,200,50000,100,12,0.7919843196868896,37.6875,10,10,0.017213106155395508,0.32884
1,faiss_hnsw,200,50000,100,16,1.2449336051940918,37.6875,10,10,0.02290654182434082,0.43244
2,faiss_hnsw,200,50000,100,16,1.072180986404419,37.6875,10,10,0.023697376251220703,0.429
3,faiss_hnsw,200,50000,100,16,1.0975005626678467,37.6875,10,10,0.025088071823120117,0.42944
1,faiss_hnsw,200,50000,100,32,2.000582695007324,37.6875,10,10,0.04548311233520508,0.67088
2,faiss_hnsw,200,50000,100,32,2.024400234222412,37.6875,10,10,0.04375648498535156,0.66894
3,faiss_hnsw,200,50000,100,32,1.8555128574371338,37.6875,10,10,0.038452863693237305,0.6707
1,faiss_hnsw,200,50000,150,8,0.5677998065948486,37.6875,10,10,0.012415885925292969,0.22694
2,faiss_hnsw,200,50000,150,8,0.6993062496185303,37.6875,10,10,0.011537313461303711,0.2189
3,faiss_hnsw,200,50000,150,8,0.6762254238128662,37.6875,10,10,0.01324319839477539,0.22452
1,faiss_hnsw,200,50000,150,12,0.918881893157959,37.6875,10,10,0.019228458404541016,0.35962
2,faiss_hnsw,200,50000,150,12,0.9575533866882324,37.6875,10,10,0.0172884464263916,0.3606
3,faiss_hnsw,200,50000,150,12,1.0639002323150635,37.6875,10,10,0.019426345825195312,0.36368
